,text
1162,Dear @theresa_may.....Osborne is knifing you with his first editorial.....only cancelling #HS2 will shut him up! https://t.co/1Nx5Mfs9ER
1165,Pay more tax or cut #HS2 '£15bn tax rises or spending cuts needed to clear deficit by 2022' https://t.co/uT0miClFuX
1166,"So what links terrible trains, and the power crisis?  https://t.co/vhWDM9FOMy via @MailOnline #HS2 #StopHS2"
1167,"For the money, this is what we should expect for the billions being spent on #HS2  https://t.co/fekHEs8un5"
1168,"I'd like the #GMMayor to explain how they will fund the £3bn the city needs to integrate #HS2? Cuts to #NHS, #police, #councils?"
1173,Mace opts against legal challenge https://t.co/hfEshhjHRr via @CityAM Mace puts national interest first. Time to move on. Build #HS2.
1174,Mace opts against #HS2 legal challenge over £170m contract despite saying the bidding process favoured US firms https://t.co/NUDK40LHTu
1176,#HS2 will flood London with toxic smog...\n\nAll other plans are void if you don't stop it https://t.co/zNSbbk0jbY
1177,"#HS2 Bum Deal Train seats need to be wider to fit obese passengers, #HS2 boss says https://t.co/OpgkIuxL8a via @telegraphnews"
1179,#HS2 has started digging a few holes to prove that  it will cost £billions more Chilterns aquifer for example https://t.co/gk4VRjJUFp
1183,There is no chance that the Old Witch will drop #hs2 and even if she did she would change her mind like she has on everything else. #GE17.
1185,West Midlands public consulted on £3.4bn transport plan 'to capitalise on #HS2' https://t.co/2ER1fqfqqH \nAnother huge bill for taxpayers.
1187,you omitted #HS2 costs  UP https://t.co/Q0IR47t0vI
1191,#HS2 is part of the trans European network pushed by the EU. HS2 is a waste of money.
1193,"Less capacity, as it’s confirmed HS2 is a fast train for fat cats https://t.co/ZeBn8zYd0V via @stophs2 #hs2 #stophs2"
1195,The great #HS2 Rip Off and how the the Conservative government guarantee profits for private monopolies https://t.co/GEh7xA5a8T
1197,99% is  .......  The Barnet Eye: The great #HS2 Rip Off and how the the #Conservative... https://t.co/5e4wKc4A3l
1199,A £54Billion bullet to shoot the UK in the foot with #HS2 https://t.co/STOXHF3M4o
1200,One conduit for public funds to private balance sheets. Not VfM #HS2  #railtex2017 https://t.co/QrNzs4PZ9i
1201,Better investment than #hs2. #hinkleypoint https://t.co/ntkzbMmukj
1203,"For a start, there is no money in the already crumbling #HS2 budget for a Crewe station - https://t.co/Oj316ifxkW"
1204,Conservative members rank #HS2 as the WORST of the party's potential policies: rating it less than 3 out of 10. https://t.co/RRjrJSjjVS
1206,Further evidence of total lack of enthusiasm for #HS2. Comes absolute bottom of manifesto list | Conservative Home https://t.co/kBAqsWFPfT
1208,#HS2 @Conservatives @ConHome @LibDems @UKLabour £58billion on something nobody wants https://t.co/mKtznSVzto
1209,Scrap #HS2 to pay for new police – and reduce burden of tax https://t.co/Ow5n8UhHlD
1210,"#HS2 least popular of all conservative policies. What a surprise, no-one wants it apart from a few cronies. #Ge17 https://t.co/XZs4ECxOl5"
1211,#HS2 and the foreign aid target are the least popular Conservative policies among party members \nhttps://t.co/onY4xWi8a5 \nScrap them.
1212,Why are our politicians ignoring us? @theresa_may.....#hs2 is the singular most unpopular Policy! @CherylGillan https://t.co/PXZvmqgfxM
1213,#HS2 once again gives headache for @CCHQPress....majority of supporters rank it worst policy! #bbcdp @daily_politics https://t.co/PXZvmqgfxM
1215,So that's the British Bullshit train - sorry meant to say bullet - #HS2 https://t.co/8MyWizzKrv
1216,#HS2 is the least popular policy amongst Conservative Party members... https://t.co/HrU169NA2a
1218,"You are making unsubstantiated claim there Mr G, based on your own political bias.Non? #HS2 https://t.co/bKybcickNP"
1220,How many exhibitors would be at #Railtex2017 without the vast subsidies poured into the rail industry at taxpayers' expense? #HS2
1225,Supporting #hs2 turns out to be a policy disaster for Theresa May......#ge2017 https://t.co/17od2moceN
1226,Joe Anderson on way out £mns promoting #hs2 Cannes instead of looking after #Liverpool @LivEchoBusiness @LivEchonews https://t.co/Ahzpun0JAn
1227,More bad news for @theresa_may worst policy #HS2...study confirms bad jobs harm growth.....nothing worse than #HS2! https://t.co/ggo7hgPpnK
1229,Vote out #ToriesOut Vote out #HS2 Vote out #brexit https://t.co/MfQ5VM7ZpB
1230,https://t.co/0inCAkhjxO\n@ConHome How about telling us how many of the 1500 Conservatives supported #hs2 Go on I dare you!!!!!
1231,"Politics is about people so @theresa_may says but she has ignored the Country who have in every poll since 2010 till now, said NO to #hs2"
1232,Was edging towards the tories for GE but can't vote for party who supports #foxhunting or #hs2.Worried for the NHS but can't vote Corbyn 😳😣
1233,https://t.co/AYc9c6U1wk\nHow can any Politician in favour of #hs2 not reconsider their position as we suffer more &amp; more cuts &amp; more poor.
1234,Air quality already toxic in #Ruislip #Ickenham #Harefield #HS2 construction will bring more pollution to our roads. https://t.co/AqVH9n7LHj
1235,"Unfortunately, Labour are not our #HS2 heroes - why not? https://t.co/bsTC3BkIhD"
1237,This lane will be abandoned when the #HS2 is built. #backroads #chilterns #lanes #outandabout… https://t.co/ZF0Cqc3pWb
1238,The £75 billion figure being discussed is large but not far from the estimate of final cost of #HS2
1240,The Unions forced @jeremycorbyn to put expansion of #HS2 into manifesto! Scandalous! https://t.co/LX7SJ7frUo
1242,#HS2 will destroy these trees in Euston taking away vital green space and increasing pollution. https://t.co/0fOruRo9gg
1246,Labour has sealed its reputation for economic illiteracy by not only supporting loss-making #HS2 but also backing its extension to Scotland.
1247,Polls consistently show #HS2 has massive opposition amongst the electorate. This one shows even Conservative... https://t.co/FxHMaQHzyf
1250,I think #HS2 #CrayonPusher was bored on 11/5/17.\n8 tweets to #Notifications!\nBless.\n#HS2 is a HUGE WASTE &amp;\nNeeds STOPPING @Theresa_may
1251,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
1253,"#LabourManifesto says it'll balance books &amp; pay down the debt......as long as we ignore £200bn for #HS2 cos that's ""investment""! Idiocy!"
1256,Labour Manifesto spending pledge equates to £48.6 billion. Scrap #HS2 and bank £8 billion in the process.https://t.co/BBa310xBuz @UKLabour
1258,"Why are @UKLabour backing #HS2 when 88% of population would rather spend £50BN+ on #NHS, schools etc? @jeremycorbyn @johnmcdonnellMP"
1259,"DFT spent £357m on homes on #HS2 route. More than cost in @UKLabour Manifesto to recruit 10,000 police officers https://t.co/m1UJYusPvT"
1260,"It's ok , @UKLabour could do the right thing and cancel #hs2 and fill that black hole ,,,,, #sorted #justathought https://t.co/rJTv667GAl"
1263,"Its not an upgrade - its a ""Land Grab"" #HS2 https://t.co/6XzeFKXiN9"
1267,HS2 faces call for an inquiry over massive PR expenses https://t.co/W4GZEL3rC4 #hs2
1269,And venerable vulnerable old oaks #HS2 #valuingnature https://t.co/6HvxUu5HvB
1271,How much is #HS2 really going to cost? \nhttps://t.co/iOtqY1RT2H
1273,"Actually #HS2 are more like 'The Borrowers', at least £54Bn of Public Funds https://t.co/qrVFIjI1i4"
1276,LSE Study: #HS2 Will Suck Jobs to London. https://t.co/mb903eHyuv #StopHS2
1288,��🐾#ItsWar #hedehogs declare #war on #HS2 #TRAIN #WAR😱🐾 https://t.co/JWAxz0SiFT
1295,".@timfarron on @bbc5live ""#HS2 is all very well but it is a southerner’s perception of what is good for the north"" #GE2017 #GE17 #StopHS2"
1299,".@BarryGardiner on #bbcdp says Hammond got #HS2 cost wrong, then he gets it wrong too at £57.5bn, not £55.7bn. Closer though!  #GE17 #GE2017"
1300,You probably didn't hear about it but #Hammond got his sums wrong by £20bn #HS2 https://t.co/BTzA8cvKeJ https://t.co/O8Em2MiNrv
1301,Not is NOT! KILL #HS2 https://t.co/ZDNjV2NrCN
1303,#Ukip said they would scrap #hs2 project a complete waste of public money \n#wmca
1304,#womanshour Hammond gets #HS2 cost wrong by a mere £20b but we don't see bias media repeat it contiually https://t.co/EW5o19XvMl
1305,"Hammond ""forgets"" how much #HS2 is set to cost https://t.co/EW5o19XvMl via @YouTube"
1306,"#BBCBias again, not reporting #Hammond getting #HS2 wrong by 20bn yet slamming #Corbyn for struggling with figures.\n\nhttps://t.co/0pEfEXb2xS"
1307,#womanshour Hammond got #HS2 cost wrong by a mere £20B \nchildcare costs £4.2B #VoteLabour https://t.co/JWq09uq2eZ
1312,".@Emmabarnett is an excellent journo. And don't forget, @PhilipHammondUK forgot his #HS2 costings. That's worse! https://t.co/0RRr32l18p"
1313,Well that will be fine for us since #HS2 has devalued our property so much here in Chilterns hilltop villages https://t.co/aykuCmBQfd
1314,And so it begins....#coventry &amp; #rugby train services to be decimated by #HS2....lied to us all along! https://t.co/3scHUDnGWo
1315,"#HS2 Conflict of Interests all Forgotten, as it’s Troughs all Round https://t.co/1O54OkQ9Lv #StopHS2"
1316,"Scrap #HS2 and save £70,000,000,000\nHS2 is just a vanity project. https://t.co/CVGhv6XU7h"
1318,Plus Hammond doesn't have a clue about the cost of #HS2 https://t.co/O7nKcDkTnL
1319,"1/2 Is pushing ahead with #HS2 at the cost of electrifying the #GWR to #Bristol? That's the jist of this news item: ""Chancellor"
1320,#HS2 delayed by drunks on the line? Drunk Brits cause Eurostar chaos leaving 770 passengers stranded https://t.co/2eZXPAcpah
1321,#HS2 this should get you to Brum quicker? Eurostar ban liquid at Brussels after 'terror scare' on London service https://t.co/44rdJm7enC
1322,Conflict of interest? What conflict of interests!? #HS2 https://t.co/xIu9zqwvlM
1323,"The Government projects £55.7bn cost, #TheresaMay remains'absolutely committed'to #HS2 rail link #VoteLabour #GE2017 https://t.co/mJ2qjx421M"
1325,Teresa May was rock solid that there would be no General Election before 2020 - what went #HS2 wrong? https://t.co/eNWKEnGpdD
1326,You don’t say. I’m shocked!! #HS2 https://t.co/qkt6Z2hAky
1327,The cost of #HS2 will be at least twice what it is estimated at https://t.co/eNWKEnGpdD
1328,BBC News - Anger at media focus on Corbyn's childcare cost stumble https://t.co/kukVgQB35e #HS2
1329,"Hammond ""forgets"" how much #HS2 is set to cost https://t.co/RbeXQzqB21"
1336,Not much digging.....#HS2 https://t.co/BWpZ670AAT
1342,Binary Choice Higher taxes or scrap #HS2  https://t.co/ksUPV52lFH
1343,#UKIP leader #PaulNuttall predicts the #UK could fall apart https://t.co/cVbXSLATfv\n\n#Nuttal explains why #UKip oppose #HS2
1344,Gonna make you a #Contract offer you can’t refuse – Grayling persuades Mace to back off #HS2 challenge - bit scary https://t.co/mlPXhYDSTo
1345,"Which party will admit the folly of #hs2, confront the #vestedinterests and scrap it in their manifestos? @UKLabour @Conservatives @LibDems"
1346,Drop HS2 From Political Commitments https://t.co/fptydXvxnM via @stophs2 #hs2 #stophs2
1347,Can someone ask the @Conservatives how the hugely escalating #HS2 and #trident budgets will be paid for? Always an unlimited pot for them.
1348,Drop HS2 From Political Commitments https://t.co/uK3d2FKj2p via @stophs2 #hs2 #stophs2
1349,Not looking good for #HS2 Brussels hoists gross UK Brexit ‘bill’ to €100bn https://t.co/zN5Aa9hWSh via @FT
1350,"Labour policies threaten £45bn tax bombshell, says Hammond but neglects to mention £100bn #HS2 https://t.co/Y2sdpm1END via @FT"
1355,"HS2 Will Be A Disaster, But Politicians Lack The Bottle To Give It The Boot https://t.co/ednyfrOIJR via @HuffPostUKPol #HS2"
1357,Compelling case for why #HS2 needs to be reviewed before committing £70 bn. @HighSpeedUK offers better connectivity esp in north #transport
1360,"HS2 will be a disaster, but politicians lack the bottle to give it the boot \nhttps://t.co/wCvqLEjjEJ #HS2"
1361,Please can you convince your party cancellation of #HS2 should be in their manifesto https://t.co/mZPoWsryoF
1362,cost of running #HS2 likely to sore after brexit due to tariffs imposed on imported French electricity.
1363,It's time for all parties to pledge to ditch #HS2\nhttps://t.co/fyK7wZbj63 https://t.co/ncx01FMQkN
1364,"If you're sick of austerity &amp; #NHS cuts, why elect MPs like #JessPhillips who voted for #Trident (£167bn) &amp; #HS2 (55.7bn)?"
1365,My new blog here on #HS2.  Time to call time on an ill-conceived project: https://t.co/ptcKmHCrmW #rail #transport @LibDems @hklibdems
1368,"#HS2 Will Be A Disaster, But Politicians Lack The Bottle To Give It The Boot https://t.co/pxEf6m1UH7 via @HuffPostUKPol #GE2017 #ge17"
1369,The only teeny tiny problem is that #HS2 will use up all the money by Brum - open secret https://t.co/8kmZokkmEi
1370,"#HS2 Will Be A Disaster, But Politicians Lack The Bottle To Give It The Boot https://t.co/wKNzQH5OS8 via @HuffPostUKPol"
1371,Well fortunately #HS2 will cater for fat arses - probably https://t.co/pXEsC0mvPI https://t.co/s1KgknRpPS
1374,"All the evidence shows #HS2 will be a disaster, but what do politicians care about evidence?... https://t.co/zpgbGqCOlR"
1376,#HS2 must be a #GE2017 issue. It must be stopped @andreajenkyns https://t.co/VRn9S1J6ki
1377,Since he's an #HS2 supporter he isn't getting our votes here since he clearly holds us all in contempt @joncstone https://t.co/Votz43Pq7Z
1378,Mace has now decided not to challenge #HS2 #contract - what has Grayling offered? https://t.co/mlPXhYVtKW
1379,"Oh dear, another anti asked for facts and didn't like being caught out so starts name calling! @PaulBigland1 #HS2 https://t.co/ftcftS5o0n"
1380,The anti #HS2 bunch really hate facts. Then again this week they've claimed more people travelling by trains isn't reason for more trains!
1381,"#HS2 Will Be A Disaster, But Politicians Lack The Bottle To Give It The Boot https://t.co/i3uXeXUCUK # via @HuffPostUKPol Good article"
1382,"Brilliant, my brother and his girlfriend are losing their home of over 7 years because of #HS2 thanks you Tory bastards. #saynotoHS2"
1383,.@stophs2 my brother and his girlfriend have 2 months to move out of their home of 7+ years because of #HS2 They got notice today.
1388,Special interests to cash-in on #HS2 at taxpayers' expense. No wonder they lobbied so hard for it. #Railtex2017 https://t.co/0dDuUDWlEB
1389,An Ent is gagged protesting against HS2 in St James Gardens Euston @forteantimes #simulacra #hs2 https://t.co/rjjM1ZZWCB
1392,The bloke sitting down looks as though he would prefer to be somewhere else #HS2 'briefing' must be onerous? https://t.co/XdRzaOXJca
1393,You aren't t going to waterboard the poor fellow are you ? Put the #HS2 bottle down https://t.co/XdRzaOXJca
1394,So no design yet for #HS2? Just a big bag of money - but it won't be enough https://t.co/NXKU8pulEy
1395,Conservatives Split on #HS2 : anti-HS2 campaigner chosen as Conservative Home Survey puts HS2 at bottom of policies\nhttps://t.co/yb1CaD0ufh
1396,"We don't want that do we boys and girls, even if the fellow is showing us his new #HS2 set of teeth https://t.co/gNZn55RhSN"
1399,#hs2 boring machines drilling 60m into the London clay of leafy Belsize Park causing big disruption in Phase 1of3 https://t.co/fplnmk8qQH
1400,"Ok - hands up who wants my vote? Anti #foxhunting, anti #HS2, pro #NHS, pro nuclear deterant, Show me your manifestos! 😳😊😅 #GE2017"
1401,You must be mad madame! How are all the #HS2 mob to make a living? https://t.co/yoszW32W0M
1402,Six-hundred tonnes of rubbish dumped under bridge - BBC News - yet people moan about #hs2 https://t.co/S5nb2NxXPh
1405,Germany | Thousands of lizards delay controversial Stuttgart 21 rail project https://t.co/vY1TN4ykNq #HS2
1407,Tories select anti- #HS2 campaigner to take on Tom https://t.co/wiMp6fhpH6 via @po_st
1409,"How dare you suggest something so practical, popular and sensible #HS2 https://t.co/xg2b12jVFq"
1412,#EmmaCrane who has campaigned against #HS2 is a #Tory candidate for #WestBromwichEast in #GE2017 https://t.co/8StnOPZGwB
1414,#HS2? What a joke. We only need the passing loops of 100yrs ago and lost after Beeching &amp; BR Property sell-offs.  https://t.co/7Fammt1jNi
1416,I hope whoever wins general election will scrap #HS2 we need to #SaveOurNHS
1418,No #British #government will ever be able to balance the books with #hs2 &amp; #brexit on the books
1419,Dear #Labour #LibDems #Tories rather than more taxes how about cutting waste ? #HS2 #ForeignAid #LavishPay and #Pensions4NHSTrustExecs
1422,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
1426,Rail fares for #Manchester #Birmingham #Leeds will soar with #HS2.....that's what's happened to pay for HS1! https://t.co/i5iJaXpG40
1427,Still a very interesting read - &amp; what will #HS2 do to traditional rail in #UK except make it worse https://t.co/wqnu3wjgBF
1428,"Wow, #HS2 is now only going to cost £32bn. Thank you @Number10gov but you should probably tell @HS2ltd though."
1430,3 weeks to polling day. Hammond lies about total cost of #HS2 &amp; refuses to say when #Tory Manifesto will be published. Pathetic. #r4Today
1432,"And let's face it no-one believes the Tories can actually deliver #HS2 for ""only"" £55.7 billion at 2015 prices... #r4Today"
1433,If any other party had got sums wrong on just 1 capital spending scheme by £23.7 billion it would be front page news. #Tories #HS2 #r4Today
1434,Alleged £32billion #HS2 cost quoted by a rattled Hammond #r4Today earlier was  2011 DfT estimate (in 2009 prices). 2015 estimate was £55.7b.
1435,Hammond keen on 'off balance sheet' costing #HS2 #cookingthebooks https://t.co/BNQJrVY973
1437,The Chancellor claims Labour's election pledges will result in a £58bn black hole. They could always promise to cancel #HS2 #justsaying 🙄🤔
1438,Let's make the black hole worse spending £54Bn (estimate) on #HS2 https://t.co/cMk6hn4Q7m
1442,1/3 4 #HS2 facts which arch pro #HS2 proponent @PaulBigland  has so far failed to deny. 1) After 60 yrs the #UKTaxpayer will be left with an
1443,It is amazing @stophs2erewash think that a rant will stop the much needed #HS2 https://t.co/xRugJXrBrS Ignoring facts and making assumptions
1445,It is a bold and invalid assumption that #HS2 will turn the @stophs2erewash region into a car park
1447,Tories warn Labour’s manifesto plans will leave £58BILLION black hole in public finances https://t.co/XgdwKNYSrf #HS2
1448,Mr Hammond claims there's a £58 billion hole in Labour's funding - but didn't appear to know the true cost of #HS2 https://t.co/ucee6sjJpS
1449,Then he gets #HS2 stated costs wrong by £20Bn - Oops a daisy Phil!. You are the Chancellor and it is our money https://t.co/U5flluYsbt
1450,In fact #HS2 has NO train timetable so it can't estimate fares. https://t.co/Hf4KJ9tR4E
1451,#PhilipHammond tells #radio4today #HS2 will cost £32bn (!!?) https://t.co/vr0GBm3AB2 17th May 2017 - time approx  2:12:38 #GE2017 #GE17
1452,Tory Philip Hammond skewered in BBC interview as he gets his figures in a muddle #HS2  https://t.co/Igqgo2YAEW
1453,Appalling that Chancellor @PhilipHammondUK doesn't know the cost of #HS2. He used to be Transport Secretary! \nhttps://t.co/oUphd7xZiS
1454,Tory Chancellor Hammond on cost of #HS2 - fumbles over whether it's £32bn or £52bn on @BBCR4Today\nhttps://t.co/T2jMBHLD8x
1456,Well done to @DailyMirror @Kevin_Maguire for reporting Hammond clueless on cost of #HS2! Major blow to @theresa_may https://t.co/cVq1FO2m1y
1457,#HS2 #PrisonFail  #gardenbridge #DWP Failures #EconomyFail #NhsFail.#EducationFail.#ToryIeology.#GE2017 https://t.co/vYTJgQUi7B
1460,Quick reminder that Grayling confirmed entire purpose of #HS2 is for rail freight &amp; alternative would destroy  #PhilipHammond constituency!
1462,If @PhilipHammondUK cancelled #HS2 in the Tory manifesto he wouldn't need to remember how much it costs again
1463,How many more politicians gonna screw up on figures? #Hammond #HS2 #20bn
1464,Scrap #HS2  https://t.co/6yaJCplZAC
1465,Are there any experts on #HS2? That someone so senior in government has no real grasp of the costs of this white... https://t.co/i0SzsZC88U
1466,Conservatives have no grasp of huge current &amp; future cost of #HS2 on taxpayer &amp; economy now £55bn rising to £80bn+ https://t.co/jAdHgB9iDm
1467,What a good idea - Make #Nimby Phil clear up his own #HS2 mess @teresamayMP https://t.co/yvTGOkdf0R
1469,"Strange that Philip Hammond's embarrassing blunder on #HS2 costs is getting little coverage, while Diane Abbott's muddle was headline news."
1470,The only chance @jeremycorbyn @johnmcdonnellMP have now is to cancel deeply unpopular #HS2 &amp; hold Torys to account! #ge2017 #bbcdp
1472,Wow....didn't see that coming! @johnmcdonnellMP goes on the attack and sees @PhilipHammondUK &amp; #HS2 as @theresa_may weak spot! #bbcdp
1474,Phillip Hammond admits he didn't take his socks off to calculate the cost of #HS2 https://t.co/9PUM6xUfT2
1475,AUDIO: Philip Hammond skewered in BBC radio interview over the true cost of #HS2 https://t.co/4HERoLWAB7 #GE2017
1476,#NHS is #HS2 the best way to spend our money in times of 'austerity' ? See Poll at end of article for vote https://t.co/Vd18wq2dAD
1477,#austerity? apparently non existent when it comes to #HS2 #funding https://t.co/5DjMY0MY81
1481,Retweeted Richard Burgon (@RichardBurgon):\n\nTory Chancellor Hammond on cost of #HS2 - fumbles over whether it's... https://t.co/QApuAWlGz8
1483,3 more tweets to #notifications from #HS2CrayonPusher in one day.\n#Harassment\n#HS2 needs to be scrapped @Theresa_may.\n#STFUPB
1484,"To be fair, anyone can get the cost of #HS2 wrong. It's completely open ended. https://t.co/6AVMTMBEqO"
1486,"Vote Conservative and get incompetence, waste and #HS2 ! https://t.co/d5AAyyR2Jz"
1487,"#Hammond messed up on his own budget, #HS2 figures &amp; increased debt. #GE2017 \n#VoteLabour #forthemanynotthefew https://t.co/wIShSlLjkO"
1489,Oliver Bayne from @HS2ltd please contact us in Ruislip. Why are elderly people receiving letters about compulsory purchase? No warning #hs2
1490,Surprise surprise #HS2 costs wrong: Philip Hammond skewered in BBC interview as he gets his figures in a muddle https://t.co/kcmwLhoUkk
1491,Yet another live U.K. Wide vote comes in with over 80% of voters saying DO NOT waste money on #HS2 @theresa_may https://t.co/nnZ3BrlcYC
1492,#Hammond seems to have an #AbbottMoment as he gets his cost figures for #HS2 all wrong in this interview https://t.co/UqwK0Cu5I7
1493,"#hs2 sent letters to people about compulsory purchase with a number to ring for support &amp; advice, the people answering know nothing about it"
1494,#Hammond says #LabourManifesto sums don't add up but he thinks #HS2 costs £32bill \nWhen it comes to things not adding up Hammond would know
1496,"Hammond ""forgets"" how much #HS2 is set to cost: https://t.co/APPNXrlHSf via @YouTube"
1498,Amazing - Chancellor gets cost of #HS2 massively wrong.\nMedia - any particular protected characteristic why you pick on Diane Abbott?
1499,"Hammond ""forgets"" how much #HS2 is set to cost https://t.co/zVgEPi5two via @YouTube"
1501,"So let me get this right, #HS2 rail project is underestimated by BILLIONS? Can the chancellor even count fingers and toes?"
1502,Should the UK Build HS2? https://t.co/jZm27eaow5\n\nPlease RT to EVERYONE &amp; lets show the UK does not want #HS2
1503,#HS2 white elephant set to devastate a haven for nature https://t.co/hq0CLYJmEx via @YouTube
1504,"#DianeAbbott, #ShadowHomeSec muddled in 7th interview that day, gets persecuted. Phillip Hammond CURRENT #Chancellor out by £20b for #HS2 🤔🙄"
1506,Save us all the heartache and scrap the bloody thing. \n#hs2 https://t.co/i7mseN4gFg
1508,So Hammond's #HS2 #Tory spending gaffe this morning not headline news then. He was only £23 billion out after all...
1509,So embarrassing for @theresa_may @jeremycorbyn ...Hyperloop could be 5X faster than #HS2 &amp; built in half the time! https://t.co/D0WbeAv3LA
1510,Where's the uproar about Hammond being £20bn short on cost figures ? \nHe obviously can't count ? \n#PhilipHammond #HS2 #£20bn #ToriesOut
1511,All budgets that use taxpayers money to line the private profiteers pockets are unlimited. #HS2 https://t.co/i9UJiiI5nl
1515,#HS2 amazing media not picking up on this story... https://t.co/QYUR7nreJz
1516,"Listen – Is it now a ""#Hammond"" not an ""Abbott?"" as Chancellor makes £20bn (#HS2) mistake https://t.co/NK0AbdZbhf via @LondonEconomic"
1517,1/2 Here is a #DfT £54K job being advertised which seems to be all about #HS2. Another #HiddenCostHS2 item? Read the advert for a Technical
1518,"Chancellor @PhilipHammondUK ""forgets"" how much #HS2 is set to cost \nhttps://t.co/8mP2sB1H6p"
1519,"Hammond ""forgets"" how much #HS2 is set to cost https://t.co/ZmPiG9deMM via @YouTube #GE17 #Conservatives #Labour #StopHS2"
1521,Last No I heard #HS2 was nearer £60 billion so actually £25B out.... https://t.co/r9JbLiNNuN
1522,LSE Study: HS2 Will Suck Jobs to London. https://t.co/9mfYUB2OdC via @stophs2 #hs2 #stophs2
1527,#HS2\nCost to build: 50bn-£73bn\nRevenue from ticket sales over 60 years: £30-34bn\n\nhttps://t.co/lXS5Vi6R9d https://t.co/FYVWRdy8vF
1528,"#HS2 If London subsidises the rest of the UK, where does that leave Scotland? | Nils Pratley https://t.co/pl9ICYlH4w"
1529,IF you want to stop #HS2 give this a read #Ukip \n  https://t.co/UB9g7bwKRD
1530,Government using taxpayers' money to lobby itself on #HS2 https://t.co/YsT6deg6UI
1532,Pretty sad that the #HS2 astroturfing didn't stop yesterday. That's pretty hard hearted and disrespectful. #Manchester
1533,It is such a bad idea that the Government has to use our money to lobby itself to keep #HS2 on track. https://t.co/NZhX2OBzVw
1535,"John Muir, the fight for beauty is “not blind opposition to progress, but opposition to blind progress” #HS2 insensitive planning 4 #AONB"
1536,#HS2 sucks\n#HS2 is a huge #waste\n#HS2 needs killing of @Theresa_may https://t.co/2Wxs6pPGel
1538,He's right about the atrocity and #HS2 https://t.co/EeWrSulk9Q @NickFerrariLBC @Number10gov @jeremycorbyn @labourpress @ukhomeoffice
1539,"it means saying no to HS2 #HS2  but you say ""yes"" https://t.co/p39qDk1Y4h"
1542,Utter disgrace @CPRE are tweeting about how brilliant they have been saving English Landscape!  #Landscape2026....uh....#hs2?
1543,#HS2 is fraud in plain sight of the Nation but Parliament is blind.
