,text
2433,Comedy gold from Patrick McLoughlin...#hs2 https://t.co/x1tiEXhCjV
2437,#AskRishi Why are we still funding #HS2 when it's target passenger group has worked from home perfectly well for the last 8 weeks?
2441,"Any bets as to when we will have hosepipe bans?\nNow how about instead of #HS2 we have a new super pipe to bring water from the wetter areas of UK such as Wales, Scotland, to the drier areas in South &amp; East. Makes more sense. Oh and why not Local infrastructure projects across UK?"
2446,Cross-party call for Leeds stretch of HS2 to be treated the same as Manchester line | Yorkshire Post https://t.co/FgMkRMsZMk #Leeds #HS2
2450,"SHOCKING: Watch @BorisJohnson betray his own speech on #climate and #nature, #SirDavidAttenborough and us all, by approving #HS2.  Sound on: https://t.co/wiDwvUguGM https://t.co/6lsphKvjW4 #NHSnotHS2 #COP26 #RethinkHS2"
2452,"Disappointing news, particulary in the age of the GPS system.\n#HS2 https://t.co/z3A0YjCEB5"
2456,#HS2 @XRebellionUK scarf action required! https://t.co/DAoOQudLjz
2457,I do hope @RidgeOnSunday ask #Shapps seeing that working from home has largely proved effective what the point of #HS2 is?
2460,Note for @boris #hs2 https://t.co/CD32dj5YRk
2462,Pie on #HS2\n\nhttps://t.co/MygkWXdQTG
2463,#HS2 begins the process for its signalling contracts. https://t.co/XxDqtjjLmH
2464,"Government #infrastructure strategy can’t stop at #HS2, says commission chair https://t.co/OdVonOIHZX"
2465,BBC News - #HS2 protesters spending #coronavirus lockdown in trees https://t.co/uvgfXhMCvT
2471,We go live to #hs2 participating in #DawnChorusDay #dawnchorus2020 https://t.co/NPIRQxTfnw
2472,Universally acknowledgement now that travel behaviour will change post Covid that #hs2 no longer needed! https://t.co/xnQXgnE25A
2473,"I did an analysis of #HS2 , why it was approved by not one but two opposing governments and how #transport projects change over their lifetime. If you're a #projectmanagement enthusiast (no one's judging) or just interested in HS2's story, give it a try:\nhttps://t.co/SVKdAowi6C"
2475,"While the nation’s attention has been elsewhere, it has become the norm for those employed by the government to use violence to deal with peaceful protesters at HS2 sites: https://t.co/TyHUuW1XzH #HS2"
2476,The leaders are just paid fall guys China is the #HS2  train driver https://t.co/k8BEXggkPm
2489,High-speed rail super-hub proposed for Manchester Piccadilly https://t.co/Ez5FqG3k1t #stockport #businessnews #hs2 #northernpowerhouse
2493,"Planet Zog maybe, but definitely in a world of their own where no one has any legal rights but HS2 Ltd. #HS2 https://t.co/583CielM4f"
2497,https://t.co/8wcaimw9l9 Cancel #hs2
2499,Council leaders and businesses along HS2’s proposed eastern leg are calling for the Government to commit to progressing it at the same time as the western leg – aiding economic recovery following the COVID-19 outbreak.\n#hs2 #leeds #projectmanagement\n\nhttps://t.co/hU8ipPelzt
2500,"1/2 #HS2Ltd's #MarkThurston bangs the drum for continuing investment in #HS2 despite the fact that he admits that in a #PostCovid_19 world "" stations and trains may have to be redesigned"" Err may? Clutching at straws Mark? See"
2507,Time’s up on #HS2 - time for some decisive leadership on this as well as other matters @BorisJohnson @Keir_Starmer @AngelaRayner @DrRosena @mrjamesob @piersmorgan #NHSnotHS2 https://t.co/Hrhxpsg4kd
2509,HS2 will have a projected maintenance cost in excess of £100m - imagine if robots were programmed to maintain &amp; fix this rail network?\n.\n#highspeedrail #hs2 #roboticlearning #robotsofthefuture @HS2ltd https://t.co/7XsB19Qz76
2513,Love is Love:')\n#loveislove \n#LarryIsReal \n#WatermelonSugar \n#HS2 https://t.co/hFaiZSakYL
2518,We now need a referendum on hs2 continuation! #HS2 #UKGovernment #skynews #bbcnews
2523,#HS2 Everything we've said from 2010 is now being realised https://t.co/c6xt1zTNxH
2525,"She's kinda neat, all bs aside\n#homestuck2spoilers #upd8 #hs2 https://t.co/me9QDNxcPE"
2526,"#UK #HS2 'badly off course' with bosses 'blindsided', MPs say\nhttps://t.co/GORvghfQg6 #transport #geopoliticalnews #geopoliticalmatters"
2527,A very quiet #ECML this afternoon in idyllic surroundings. Just shows how #rail can live in harmony with #nature. So can #hs2 https://t.co/wSkijlVF9q
2528,HS2: MPs demand clarity over habitat clearance https://t.co/2a9Hbx5IXs\n#HS2
2530,Labour leaders love #HS2 https://t.co/yLaICHAYol
2533,But we need #hs2 for rail freight industry.......another reason for #hs2 is kicked to the kerb! https://t.co/ZlZwfGkmrG
2535,"Wow, #hs2. It is, isn’t it? https://t.co/ZFzTe5dNWl"
2538,#HS2 Stations and Trains may be Redesigned for post #Covid-19 World https://t.co/iy8aSWPilT
2539,#hs2\n@grantshapps \n@Andrew4Pendle \n\nCOMMON SENSE IN ACTION!! https://t.co/TWr9Nh10iz
2541,"#HS2\n#stopHS2\nThis is where they want to put the new line, through these fields and twice across the canal. \nFunnily enough there is an existing railway line about 50 feet to the left but that is too curvy to accommodate the tremendous speed of HS2. https://t.co/57DkGaLHBm"
2542,#HS2 Watch and Take Action: https://t.co/VQF0YwOV6u https://t.co/dGLiNgi9WY #NHSnotHS2 #COP26 #RethinkHS2
2545,Why do not all tweets with the  #hs2 hashtag not appear in the timeline? What is the @TwitterSupport filtering algorithm?
2548,I see @Hs2Rebellion attempts to intimidate #hs2 contractors and workers has been a failure! Companies are proud to say they're working building HS2. #stophs2isdead https://t.co/GWMiFfw1gd
2554,"Helpful #HS2 Sky update of February 2020 contains the phrase: ""As of March 2019, £7.4bn has been spent."" https://t.co/Ozjm34gzDC"
2557,#HS2 Farage discussing HS2 uproar with CPAC chair Meg Hillier Now on LBC
2559,"Sometimes at the moment, topics like #HS2 #Brexit etc feel like a different lifetime ago... https://t.co/5uEtOj43f0"
2560,#hs2\n\nAnd now @tonyberkeley1 https://t.co/4Bvzvtprlp
2566,I’ve always been on the fence about #HS2 but this throws up a very relevant and interesting perspective! https://t.co/hrM3pC6fon
2569,#HS2 NY Post comments on HS2 \n\nhttps://t.co/Dr2uYgGqYF
2570,#HS2 Nigel Farage talks to Meg Hillier &amp; Lord Berkeley ref this morning’s announcement \n\nhttps://t.co/k8frWsmXfK
2571,More pinocchio PR from #HS2 lie factory https://t.co/TbyFKicBgu
2574,Even if was an accident China will seek to take full advantage of the international crisis Beijing exploits Covid crisis to assert control of South China Sea https://t.co/f9WfZsX94K via @MailOnline Buying infrastructure like #HS2 gives them footholds all over the world
2575,Scarecrow cartoon ; Local scarecrow gets evicted from #HS2 site ; #HS2satiricalcartoon ; Crow cartoon ; My #HS2cartoonseries #Lockdownmadness #TheLockdown #Lockdowncartoons https://t.co/R2Jdt7dE0v
2578,How #HS2 is absorbing more of the total rail budget https://t.co/9TKVbAuVji
2587,"What the anti #hs2 ‘not one tree shall be lost’ zealots don’t like to see. Lots of new #trees at Chester Moor Nature Reserve, with the #ECML running alongside left of picture. https://t.co/NQwGWmTVR6"
2588,"1/2 If you live in the #SouthNorthampton constituency #AndreaLeadsomMP has published "" #HS2 MEETING UPDATE 01/05 which contains the following message about #SocialDistancing at #HS2Ltd construction sites "" If you continue to be concerned by any lack of social distancing please"
2591,The damage inflicted by Coronavirus has reflected the importance of the HS2 project. #HS2 will secure a more connected future for the North.
2592,"Ok, try again. #hs2 https://t.co/X438ob8Vy9"
2595,So what is the sanction on an Accounting Officer providing misleading evidence to @CommonsPAC about #HS2 or anything else?
2597,".@CommonsPAC has warned that the High Speed 2 rail project has gone ‘badly off course’, with ministers unable to rule out further cost increases and delays #HS2 @transportgovuk - https://t.co/4wA17tCHgM https://t.co/7nabXeeXAj"
2600,"Once in Government, we will build a #HS2 railway to the Falkland Islands, as the current #HS2 proposal is neither daft enough or expensive enough!\n\n#Manicfesto #PMQs"
2603,"Once in Government, we will build a #HS2 railway to the Falkland Islands, as the current #HS2 proposal is neither daft enough or expensive enough!\n\n#Manicfesto #PMQs"
2609,#HS2: New controllers needed on the nation's biggest train set - CityAM https://t.co/SH0TTZosnS
2610,#HS2 Unlimited\nhttps://t.co/wr4vVEQVMq
2611,Exclusive footage from inside the #HS2 procurement meetings  https://t.co/P6N5A7bzQZ\nI think we're still on square 26.
2613,Someone PLEASE explain to me any benefit #HS2 will have? Is anyone actually excited about it and it will be life changing for them? @stophs2 #HS2Rebellion
2614,"I'll be on BBC Radio 5 live at around 9:25pm, discussing the latest scandal surrounding HS2. https://t.co/SxKryjPGnm #HS2"
2617,Now scheduled for 9:40pm. #HS2 https://t.co/8peWYDiKzi
2621,"Sorry-not-sorry to burst your bubble, but OOC is nowhere near the middle of nowhere. It's within one of largest *urban* regeneration areas and near one of largest malls too. Linking #HS2 #GreatWestern #LondonOverground *and* #ElizabethLine / #Crossrail it will be major station. https://t.co/Ne0fVesbtJ"
2622,do yall think youre funny #hs2 https://t.co/fgm0aVULA7
2625,I hear the the #HS2 route plans have been amended to take in #Durham
2626,Deal reached to complete Doncaster estate in path of #HS2 route https://t.co/aiqszxi1Zn
2630,"Yes, #railway #engineers do cost/benefit analysis on major projects. It’s part of a thing called #GRIP - Governance In Rail Infrastructure Projects - and #HS2 is subject to similar structures. So you are again #lying about an entire industry in #GreatBritain. #Liar https://t.co/pONSA2YXiX"
2631,Tell you what haven’t heard owt about #hs2 for donkeys now
2632,"The construction of HS2 will cause years of disruption to travellers, especially at Euston: https://t.co/wpLXf0wI4D #HS2"
2633,"The hand of Bernadette involved maybe, she should seek membership of the Magic Circle. #HS2 @stophs2 @mcahs2 https://t.co/S014VuN4ZR"
2634,"Rich's Tag Line says "" Playing with Economics"" Sums up his contribution in a nutshell. #HS2 @mcahs2 @NetsNot https://t.co/zq5fyqis1b"
2638,#HS2 HS2 now selling cars for use on all the new roads they are building \n\nhttps://t.co/fpfB1hix0Q
2642,"Daily #construction &amp; #engineering briefing: \n- ‘Appropriateness’ of #HS2, RIS2 and #Heathrow expansion questioned https://t.co/Unwipjdkkf \n- Environmental performance must not be ignored https://t.co/kUDpWItraK \n- #Kent airport decision delayed https://t.co/Yq10cHfEZD"
2643,The chair of the House of Commons’ Transport Committee has called on the government to confirm how many sites contractors for the #HS2 rail project intend to clear during nesting season after a public outcry over clearances during the Covid-19 lockdown.
2644,Whoever runs @transportgovuk and @hs2ltd twitter feeds.....now would be a good time to become a legend.....! #hs2 https://t.co/rGmU0qgJN1
2646,"It's #WildlifeWednesday we thought we would share a shot  of a wee beastie we found on our daily walk yesterday. We are super proud of the support we have been able to give our various environmental and wildlife charity clients over the past year, especially fighting #HS2. https://t.co/b2hH614n92"
2654,It looks stunning and will undoubtedly enhance Birmingham’s architectural charm #HS2 https://t.co/HrM0U3NUqf
2660,Today’s ‘it’ll never be the same again’ tweet letter in @FinancialTimes #hs2 #urban https://t.co/Vf9ritSXw6
2662,#HS2 Minister @Andrew4Pendle is right - the case for the project still stands in a post-coronavirus world. https://t.co/SuZQKCxmff
2663,#HS2 launches design engagement exercise for the Water Orton Viaduct structures. Read more and get involved online: https://t.co/3bsM1q6EER
2664,"#HS2 BBC, CH4? https://t.co/RaLJWbBh9n"
2665,#HS2 has achieved a Gold Standard rating for workforce equality and diversity: https://t.co/xqKpuckWys
2667,This #HS2 🦡😤 https://t.co/JbEdGnapVn
2669,"'Levelling up' regions is more important than ever, and #HS2 can play a pivotal role in that process. https://t.co/xZmRpnVB7g"
2670,That's what comes of backing #HS2 https://t.co/Wh7vv1viLw
2672,And #HS2 ....'coherent estimates' https://t.co/dWzIs1KjcF
2674,This is a very good thread on the environment and #HS2 https://t.co/WpeMnRHmOF
2675,#HS2 is a shuttle run for the airports facilitating expansion Scientists find air travel is main driver of COVID-19 outbreaks https://t.co/JCRN7jmioV via @MailOnline
2676,UPDATED: #HS2 caught breaking #coronavirus public health guidelines multiple times in Bucks https://t.co/JfX8vpgDvQ
2677,I decided to call him Grant. Guess who? #HS2 https://t.co/oJB2Rce3l0
2680,#HS2's huge new road bridges in #Solihull - previously compared to giant Lego bricks - are set to arrive later this year. The 4 factory-built structures will span some of the borough's busiest roads and are due to be completed in early 2021. https://t.co/YaaQf4F0xa
2682,"There‼️ The Mayor of NYC [The Big Apple I love from afar 💘]\n@NYCMayor gives a go ahead 🧐NO MORE #COVID19 #ChineseVirus lockdown👇 RIGHT⁉️ 🤔👇\nNO MORE "" #SocialDistancing "" ⁉️👇#HS2 #coronavirus #Kids #lockdown #InItTogether #Revolution #WRWY #WAWY \n#WWG1WGA🔔\n#WWG1WGAWORLDWIDE https://t.co/GwCnCtG9Tj"
2685,#Netting #Wendover #NationalGrid #HS2 beginnings of mass #netting for pylon relocation https://t.co/wyZsxsl4Y1
2686,Tunnelling techniques scrutinised as #HS2 court case starts https://t.co/Fsu9BWz1TC
2687,"It’s not too late to cancel HS2, says IEA expert\nhttps://t.co/tTIrs5mzip\n#news #HS2"
2689,#HS2 #tunnelling techniques scrutinised as court case starts https://t.co/C66173bBAo
2690,#HS2 has adopted the emissions identification scheme CESAR ECV for its construction sites in an effort to cut #emissions and control air quality. https://t.co/AbEa9uBNBr
2691,High Speed 2 | #Tunnelling techniques scrutinised as court case surrounding #HS2 Euston tunnels starts https://t.co/CnxuNVA83s
2693,Rebuild the Great Central rail corridor north of Calvert and scrap #HS2 https://t.co/1KMjevSiR5
2694,#HS2 is taking steps to support cash flow of its supply chain during the coronavirus pandemic: https://t.co/yV6elPrgSC
2695,#HS2 does that people oh and the country https://t.co/CSHc3B1TEw https://t.co/l6cZoQy651
2696,#HS2 can anybody expand on this? https://t.co/Hiq92MUiZt
2697,#HS2 has made a commitment to expedite payments and to ask that its Tier 1 #contractors do the same. https://t.co/6HFj6DF2l5
2698,#HS2 has confirmed the date of its one week road closure at Gilson Road near #Coleshill for Monday 18 May https://t.co/NN6qTl49Iw
2700,#UK: Preliminary Selection of Contractors for #HS2 Project Started https://t.co/oStkho3UmX
2703,Tunnelling techniques scrutinised as #HS2 court case starts @ChrisGPackham @NetsNot https://t.co/xEe0N5pMw2
2704,#HS2 boot boys. https://t.co/G1E5JoePWQ
2705,Good news all round then - healthier climate and healthier people. Less people in cars and maybe on trains too as we work from home more and no need for additional infrastructure like #HS2 https://t.co/yBzAMIvvhk
2706,#HS2 has achieved a Gold Standard rating for workforce equality and diversity: https://t.co/xqKpuckWys
2707,#HS2 has been a great hit with #muslims entering the counrty at Dover and reaching their Northern Hoardes in 21 mins less time https://t.co/7W7O61ET3m
2708,HS2 will have a projected maintenance cost in excess of £100m - imagine if robots were programmed to maintain &amp; fix this rail network?\n.\n#highspeedrail #hs2 #roboticlearning #robotsofthefuture @HS2ltd https://t.co/YFybiwh846
2709,Public Accounts Committee says the High Speed 2 rail project has gone “badly off course”. @badputty @dorset_eye  @suejonessays  @Georgeberger @RandolphTrent @drbobgill @charlotteh71 @madeleynotohs2 #HS2 https://t.co/5jpbRqA5ar
2713,Boris says focus on the needs of the public... cancel #HS2 the country needs the #NHSnotHS2 https://t.co/s7Houe8Lz1
2714,Lip service - its all that #HS2 ever do https://t.co/EtDjeCVawX
2718,#HS2 The sound of one hand clapping. I am clapping for key workers. #clapforkeyworkers
2719,"This is why the importance of #HS2 is not in North-South services, but the services it enables across the Midlands and the North connecting communities, business, and industry removing the need for road transport.\n\n#HS2 is about the bigger picture and what in unlocks. https://t.co/tc0YFsEquZ"
2724,"Yiffy profile pics, feel free to use either w/ credit #homestuck2 #hs2 #yiffany #yiffy #upd8 #homestuck https://t.co/aBtWCA4hpj"
2725,"#hs2 #homestuck2 #homestuck2spoilers \n.\nmy take on yiffany, i care her https://t.co/l24qzzVAwj"
2726,Renewable energy project or #HS2 ? ... hmmm!!! 🤔 https://t.co/troFD3CCJb
2727,Also\n#homestuck #hs2 https://t.co/sKaXg2qNh1
2732,Billions to be spent connecting bus and rail users to HS2 https://t.co/6KHYI3STlG Regional regeneration driven by #HS2.
2734,"Ah, another epiphanic Stone/Dennis conversion moment on the road to Damascus LOL #HS2 https://t.co/TWhrbrRQQk"
2736,#HS2 plans likely to be a big focus for #Solihull residents as construction ramps up. #LDReporter https://t.co/ARRLt1Tbpx
2737,Huge 14 platform  #HS2 station at old oak common approved #crossrail \nhttps://t.co/FIyEDbrMgV  #crossrail
2738,"Expansionist projects like #HS2 are built on the basis that health, food, shelters are all properly funded. https://t.co/puTJQSUSRA"
2739,"Once started, these #HS2 Tunnel Boring Machines will operate non-stop for 3.5 years. https://t.co/GY1cX1kBro"
2740,High Speed 2 | Opportunity for ‘terrific’ new district following #HS2 Old Oak Common station approval\n https://t.co/HT6twYGMh9
2742,"'Levelling up' regions is more important than ever, and #HS2 can play a pivotal role in that process. https://t.co/xZmRpnVB7g"
2743,"I did not agree with anything. I merely pointed out that #hs2 is no different to any other massive infrastructure development, which is why I kept referring to upgrades. Show me any that have met your criteria. https://t.co/maz2mrMbY1"
2745,"#HS2 ""badly off-course"" - expected at King's Lynn in 2035."
2747,#hs2\nWhoops - should read “any increased capacity” https://t.co/8IBvrNDb2n
2748,A clear cross-party warning of the damage delays to #HS2 serving Leeds and the eastern side of the country will have. https://t.co/CkuMN9TUjP
2749,#HS2 will make a nice national cycle track but it does seem like overkill to achieve that. https://t.co/Cgicis1sZ2
2750,"Due to HS2 works, a shuttle bus service will run between Gore Hill/A355 Tesco bus stops and Amersham Hospital from 18th May – 4th July, Mon-Sat 7.30am-6pm every half hour &amp; Sunday every hour from 7.49am–6.30pm. More info here: https://t.co/6WQdp6RP7X\n#HS2 #Bucks #elderly #support"
2751,"Crikey, just realised what I've said.....""Arise Sir Gareth......""\n\nLOL #HS2 https://t.co/ETRzU3WKs8"
2752,guess yanny and vrissy are sibs now\n#Homestuck #homestuck2 #vrissy\n#yiffany #HS2 https://t.co/5NG0nZ8A8x
2757,"SHOCKING: Watch @BorisJohnson betray his own speech on climate and nature, Sir David Attenborough and us all, by approving #HS2.  Sound on: https://t.co/xZopulLeUV https://t.co/9akF8qwHxd #NHSnotHS2 #COP26 #RethinkHS2 #StopHS2"
2758,i'm adopting her. #homestuck #hs2 https://t.co/QmkhIDAqu4
2759,.@HS2ltd #HS2 train route is “a vanity project for people who want to get to London quicker” says Lord Berkeley. Spin your way out of that then. #ChrisRayner #DavidBennett #AileenThompson #TimSmart #SteveAllen #NicoleGeoghegan #NeilHayward #EmmaHead https://t.co/lStWLxfnTm
2761,yiffany #hs2 https://t.co/bhYCAQchhN
2764,"1/2 Has anyone else picked this up, that #HS2 trains may be running up to #Scotland on both the #ECML and the #WCML according to evidence given by #AndrewStephensonMP &amp; #CliveMaxwell in an answer to Q 67 at the recent #TransportSelectCommittee hearing on ""#HS2 the next steps"""
2766,Time for some leadership on #HS2 as well as other pressing matters @Keir_Starmer @BorisJohnson @JonAshworth @AngelaRayner #NHSnotHS2 https://t.co/5WjFFt1kP5
2770,"Switch funding from Post Corvid19 wrecked HS2 to Cycleways. Walkways, Vaccine Research, NHS &amp; HSpeed Broadband to all UK Households, these proposals will benefit circa 65m whereas HS2 will only benefit Shareholders of the High Speed Rail Industry Leaders Group of Contractors #hs2 https://t.co/YZ2FszVk8a"
2771,The chancellor says the UK IS FACING A SIGNIFICANT RECESSION! @RishiSunak @BorisJohnson @UKParliament @Keir_Starmer why is #HS2 going ahead? https://t.co/IS2m5SKHqt
2775,*pretends theyre still married* #homestuck #hs2 https://t.co/x7CkVticuO
2777,Dave Strider gives me peace\n\n#homestuck #hs #hs2 https://t.co/ToZ7IPUTiR
2778,£2.7bn #HS2 transport access plan revealed: https://t.co/xsQLkrjgIg https://t.co/qnPgySvXo3
2779,#HS2: More important than ever to invest in essential skills. https://t.co/E62laprL5J
2782,Those are some big and impressive beasts! #HS2  https://t.co/KncTFG8OcX
2784,How come there's only room for one train on that track? When will you ever show what it's actually going to look like as it descrates the Chilterns AONB? #HS2 https://t.co/PkrpY0CYa5
2788,I missed this @MattCartoonist first time around .\n#HS2 https://t.co/sPKRRI5wRl
2789,We love it; what do you make of the latest #HS2 plans being revealed?\n\nhttps://t.co/RqR1CXneJD
2790,Why not #HS2 HS2 Q&amp;A https://t.co/mXljCEfStC via @YouTube
2791,Plans for the #HS2 #EastMidlands hub at #Toton have been revealed: https://t.co/fM9Z3y7cIz
2795,#HS2 archaeology webinar rescheduled. https://t.co/pG3qUGFLEK
2796,Oo look northern leaders want #HS2 commitment 👀 https://t.co/QBaV5Nb3c3
2799,#HS2 #teamainscough North East engineering company Cleveland Bridge delivering for HS2 https://t.co/ie0DwBGPDN https://t.co/V1Us0YVP9h
2800,"Part of the £43 billion worth of add-ons needed to make #HS2 work. When they advertise it connects Britain, what they mean is we'll need to spend half as much again to make it work LOL\n\nBillions to be spent connecting bus and rail users to #HS2 https://t.co/MQY8uL0Q4h"
2801,#HS2 \n\nContractors had however already returned quotes far above original estimates in October 2018 and HS2 informed the Department for Transport that it could not deliver the project to the agreed cost and schedule in March 2019.\n\nhttps://t.co/SvlEM6WZH7
2803,"This is an interview worth watching. Dr Larch Maxey, on #HS2 ,&amp; the woolly application of law by HS2, or not it seems. Also comments on education, politics &amp; a way forward for a future for our planet. https://t.co/6yQGRLOHNy"
2804,"'Levelling up' regions is more important than ever, and #HS2 can play a pivotal role in that process. https://t.co/xZmRpnVB7g"
2805,After a few years expect #HS2 to be used for freight as the trains will be mostly empty due to high ticket prices. https://t.co/cRDMs3CT2E
2806,#WarwickshireHour Offchurch wood is the latest wood taken by #HS2 for levelling https://t.co/sjoOxLX11a
2809,#HS2 bosses mull changes to trains and stations https://t.co/qLLe7MW9hm
2810,"Following a report by @CommonsPAC on #hs2, I wrote a piece for @Telegraph about our approach to major government spending projects. (Spoiler alert: it’s not favourable.) (£)\nFrom HS2 to Huawei, why are we so bad at infrastructure projects? https://t.co/EkGURbitDT"
2813,Do we really need #HS2 ?
2816,"#HS2 'badly off course' with bosses 'blindsided', MPs say now trending on Monkey Viral - https://t.co/vrNnm63Hxl https://t.co/uyRqtBhOre"
2820,"The Department for Transport withheld crucial information about delays and budget blowouts on Britain’s planned new HS2 high speed railway line, a damning investigation by cross-party MPs has found: https://t.co/NxewHYuygu #HS2"
2824,NEWS! Curzon Street becomes first #HS2 station to gain planning approval. Read more here: https://t.co/DL1AX0cNSP @HS2ltd
2825,"Oh dear, Godwin's Law proved correct again. \n\nNow Jim's rambling on about Adolf. #hs2 #CallNurse https://t.co/OEmC7im1zS"
2827,"As #HS2 moves ever closer, the search has begun for the contractors that will deliver £2bn of track systems work. https://t.co/JlKdkbpZP3"
2830,#Northernpowerhouse Exactly what are you doing about this then whilst supporting the #ChinesePayDayLoan #HS2 ? One of your sponsors here https://t.co/DewNymUCcg
2832,#Hs2Ltd say the current fastest train #Birmingham to #Sheffield is 63 mins. In fact its 59 mins &amp; that's DIRECT. #HS2 journey time Birm-Sheff is 49 mins but requiring a changeover. Which would you choose? @MidlandsRail @CommuterLine @TravelSYorks @HS2__FACTS
2833,Should the UK still build #HS2 or be exploring a #hyperloop system? https://t.co/dJmiaBN6iN
2834,Council leaders and businesses along HS2’s proposed eastern leg are calling for the Government to commit to progressing it at the same time as the western leg – aiding economic recovery following the COVID-19 outbreak.\n#hs2 #leeds #projectmanagement\n\nhttps://t.co/Mi6PoWdGcF
2836,Could new working from home culture after coronavirus leave #HS2 without commuters? https://t.co/163h1upSnE
2837,Today's @yorkshirepost letters: Huge disruption caused by construction of #HS2 has not been costed\nhttps://t.co/lvGTqCLfTd\nWhat's your view? Email: yp.editor@ypn.co.uk\n@JayMitchinson @IanDayPix @RobParsonsYP #Yorkshire @ChrisBurn_Post
2838,North’s rail upgrade ‘must not wait for #HS2’ | Railnews | Today's news for Tomorrow's railway https://t.co/24yhFjFHaB
2839,Very good article from @WakeExpress on why Coronavirus has done for #HS2 https://t.co/8AC5cx5aiH
2842,"This property piece rather confirms the 'less 9 to 5 commuting, more longer journeys' trend that was strongly emerging pre-Covid. Encouraging portents for a rail use recovery #HS2 https://t.co/4tlp1GwooU"
2843,Send this to every one you know and let's make @BorisJohnson\nAware of our feelings on #HS2\nhttps://t.co/HIcca2p9P5
2844,#HS2 invest in microsoft teams and zoom... https://t.co/mtgVcpEmjV
2845,More #HS2 #Lockdown cartoons on their way. #HS2cartoonist #HS2cartoons https://t.co/mR9R0gScjK
2847,"Instead of a high-speed train to Birmingham, who’d settle for some decent internet? #hs2 #Covid19UK #broadband"
2848,WTAF is going on? This is advertised as #HS2 works https://t.co/K2RGJTsRSR @Reuters @BylineTimes @MarkGoughITV
2851,Could new working from home culture after coronavirus leave #HS2 without commuters? https://t.co/HYzGeecl6K
2852,The face of @BorisJohnson #HS2 this morning https://t.co/vrZmy89BAQ
2853,"#HS2Ltd's contractors move in on the #HarvilRoad #StopHS2 camp,\n\n#NHSnotHS2  #RethinkHS2 #XR #XRebellion #HS2 https://t.co/gwvmt5SDue"
2854,"With the guidance provided from @BorisJohnson and #UKGovernment,  #HS2 is on the move. https://t.co/zB2wRXdTtt"
2855,"We need a locally led #TestTrackTrace system so that #Hackney schools and workplaces can return safely. I’ll keep pressing the Government.\n\nSee me discuss this, @commonsPAC #HS2 report, and #IR35 below. https://t.co/yahHBiHQGD"
2856,#HS2 update to 'in your area' pages designed to help you find out what is happening quicker and easier https://t.co/1EcNB5ItI9
2857,#hs2\n\n@Andrew4Pendle \n\nYou need to get a grip of this now!! https://t.co/oVcHGQ4eaz
2858,"Some Greens object to #HS2 because they’ve heard that it will stimulate air travel: after all, it’s supported by, and has stations near, Birmingham and Manchester airports. Of course we Greens want much less air travel, not more, so how can we support HS2? A thread. /1"
2859,"And all those business people who were going to be rushing back and forth between London and ""the north"" have now discovered that they can work from home via Zoom.\n\nSo the business case that was (tentatively) there has just disappeared.\n\n#HS2 https://t.co/F02qS8S5M0"
2860,Council leaders and businesses along HS2’s proposed eastern leg are calling for the Government to commit to progressing it at the same time as the western leg – aiding economic recovery following the COVID-19 outbreak.\n#hs2 #leeds #projectmanagement\n\nhttps://t.co/jcSQwjsW1Y
2861,#HS2’s #Birmingham Interchange station wins top environmentally-friendly design award. https://t.co/SaKcFpUmMG https://t.co/UbWATgGyZC
2863,What does @Keir_Starmer think of #HS2? https://t.co/wM5ievaj3Y
2864,#HS2 Ltd calls tenders for track contracts https://t.co/3nq6tGABzx
2867,"Council leaders call on Government to commit to HS2 East\n\n""Without progressing the eastern leg of HS2, our regions are being left behind.""\n\nhttps://t.co/i6CseqHnms\n\n@cllrjudithblake @LeedsCC_News @NottsCC @HS2ltd @HS2Parliament @grantshapps #Transport #HS2 #Rail #Connectivity https://t.co/XcBVgU8ezD"
2868,"#HS2 Christian Wolmar \n\nIn other words, no one seems to have thought of what the post HS2 railway might look like – and yet we are spending upwards of £100bn (a figure, by the way, that Grant Shapps seemed to accept in interviews that day) on this project\n\nhttps://t.co/VgF91juVHs"
2869,"#HS2 Petition is heading for 30k\nKeep signing - Keep retweeting- share on your Facebook, Instagram, Noticeboards, village/ town area facebooks &amp; your mum https://t.co/vz09wFlm23"
2870,More confirmation about the genuineness of @Greens4HS2 And their support for #hs2 https://t.co/tgxCAXwHj6
2873,"Stop #HS2, #Boris.  Give us the comfort of a bit of sanity in these upside down times.\n#StopHS2 #TalkRadio #LBC #skynews #BBCnews #c4news #r4today #wato https://t.co/Rk7l0q0SOc"
2875,#hs2 comment https://t.co/pXO6mL02WI
2876,HS2 moves further towards reality https://t.co/99V18ohtTZ\n\n#HS2 #railinfrastructure #UK #investment #RailTechNews https://t.co/IYHdZqcKwU
2878,"#hs2\n\nAll work on Hs2 must stop now as work will be something you do,not “go to” for many people post Covid 19 lockdown.\n\nCoronavirus: Staggered work times considered as lockdown eases https://t.co/3UNJbPPhhf"
2880,Did you know the #HS2 lobby was also behind the pro #Fracking campaign?\n\n#astroturfing https://t.co/dNVY5ubc3r
2881,#HS2 will use UK’s first multi-mode #TBMs https://t.co/SXoOgsFWQa
2882,Don’t forget #HS2 https://t.co/Cv7PwSPLJx
2883,"Cried to Fine Line, now time to head bang to Golden #HS2"
